Raul Ruiz,0,Democrat,California
Karen Bass,0,Democrat,California
Linda Sánchez,0,Democrat,California
Lucille Roybal-Allard,0,Democrat,California
Mark Takano,0,Democrat,California
Maxine Waters,0,Democrat,California
Janice Hahn,0,Democrat,California
Loretta Sanchez,0,Democrat,California
Alan Lowenthal,0,Democrat,California
Mike Thompson,0,Democrat,California
Duncan D Hunter,3000,Republican,California
Juan Vargas,0,Democrat,California
Scott Peters,0,Democrat,California
Susan Davis,0,Democrat,California
Doris Matsui,0,Democrat,California
Ami Bera,0,Democrat,California
Jerry McNerney,0,Democrat,California
Mike Coffman,9900,Republican,Colorado
Scott Tipton,3500,Republican,Colorado
Diana DeGette,0,Democrat,Colorado
Jared Polis,0,Democrat,Colorado
Ken Buck,0,Republican,Colorado
Douglas L Lamborn,2000,Republican,Colorado
Ed Perlmutter,0,Democrat,Colorado
John Larson,0,Democrat,Connecticut
Joe Courtney,0,Democrat,Connecticut
Rosa DeLauro,0,Democrat,Connecticut
Jim Himes,0,Democrat,Connecticut
Elizabeth Esty,0,Democrat,Connecticut
John Carney,0,Democrat,Delaware
Carlos Curbelo,2500,Republican,Florida
Jeff Miller,2500,Republican,Florida
Bill Posey,2000,Republican,Florida
Dennis Ross,2000,Republican,Florida
Gus Bilirakis,2000,Republican,Florida
Mario Diaz-Balart,2000,Republican,Florida
Ander Crenshaw,1000,Republican,Florida
Daniel Webster,1000,Republican,Florida
Ron DeSantis,1000,Republican,Florida
Ted Yoho,1000,Republican,Florida
Tom Rooney,1000,Republican,Florida
Rich Nugent,0,Republican,Florida
David Jolly,0,Republican,Florida
Kathy Castor,0,Democrat,Florida
Vern Buchanan,0,Republican,Florida
Patrick Murphy,0,Democrat,Florida
Curt Clawson,0,Republican,Florida
Gwen Graham,0,Democrat,Florida
Alcee Hastings,0,Democrat,Florida
Ted Deutch,0,Democrat,Florida
Lois Frankel,0,Democrat,Florida
Debbie Wasserman Schultz,0,Democrat,Florida
Frederica Wilson,0,Democrat,Florida
Ileana Ros-Lehtinen,0,Republican,Florida
Corrine Brown,0,Democrat,Florida
John L Mica,4000,Republican,Florida
Alan Grayson,0,Democrat,Florida
Sanford Bishop,3500,Democrat,Georgia
Barry Loudermilk,4000,Republican,Georgia
Tom Graves,3000,Republican,Georgia
Doug Collins,2500,Republican,Georgia
Austin Scott,2000,Republican,Georgia
Buddy Carter,2000,Republican,Georgia
Tom Price,2000,Republican,Georgia
Jody B Hice,2000,Republican,Georgia
Richard W Allen,2000,Republican,Georgia
David Scott,0,Democrat,Georgia
Lynn Westmoreland,0,Republican,Georgia
Hank Johnson,0,Democrat,Georgia
John Lewis,0,Democrat,Georgia
Rob Woodall,0,Republican,Georgia
Colleen Hanabusa,0,Democrat,Hawaii
Mark Takai,0,Democrat,Hawaii
Tulsi Gabbard,0,Democrat,Hawaii
Mike Simpson,2000,Republican,Idaho
Raul Labrador,1000,Republican,Idaho
Tammy Duckworth,50,Democrat,Illinois
Darin LaHood,3000,Republican,Illinois
Rodney Davis,2500,Republican,Illinois
Adam Kinzinger,2000,Republican,Illinois
Mike Bost,2000,Republican,Illinois
Peter Roskam,2000,Republican,Illinois
Randy Hultgren,2000,Republican,Illinois
Bobby Rush,0,Democrat,Illinois
Robert Dold,0,Republican,Illinois
Bill Foster,0,Democrat,Illinois
John M Shimkus,2500,Republican,Illinois
Cheri Bustos,0,Democrat,Illinois
Aaron Schock,0,Republican,Illinois
Robin Kelly,0,Democrat,Illinois
Dan Lipinski,0,Democrat,Illinois
Luis Gutiérrez,0,Democrat,Illinois
Michael Quigley,0,Democrat,Illinois
Danny Davis,0,Democrat,Illinois
Jan Schakowsky,0,Democrat,Illinois
Todd Young,5950,Republican,Indiana
Jackie Walorski,2000,Republican,Indiana
Luke Messer,2000,Republican,Indiana
Todd Rokita,2000,Republican,Indiana
Larry Bucshon,1000,Republican,Indiana
Susan Brooks,1000,Republican,Indiana
Pete Visclosky,0,Democrat,Indiana
Marlin Stutzman,0,Republican,Indiana
André Carson,0,Democrat,Indiana
Rod Blum,7450,Republican,Iowa
David Young,4950,Republican,Iowa
Dave Loebsack,0,Democrat,Iowa
Steven A King,2000,Republican,Iowa
Kevin Yoder,4000,Republican,Kansas
Lynn Jenkins,2000,Republican,Kansas
Mike Pompeo,2000,Republican,Kansas
Tim Huelskamp,2000,Republican,Kansas
Andy Barr,2000,Republican,Kentucky
Hal Rogers,2000,Republican,Kentucky
Brett Guthrie,1000,Republican,Kentucky
Ed Whitfield,0,Republican,Kentucky
James Comer,0,Republican,Kentucky
John Yarmuth,0,Democrat,Kentucky
Thomas Massie,0,Republican,Kentucky
Steve Scalise,4950,Republican,Louisiana
Ralph Abraham,1000,Republican,Louisiana
Cedric Richmond,0,Democrat,Louisiana
Charles Jr Boustany,4950,Republican,Louisiana
John Fleming,1000,Republican,Louisiana
Garret Graves,0,Republican,Louisiana
Bruce Poliquin,9900,Republican,Maine
Chellie Pingree,0,Democrat,Maine
Andy Harris,2500,Republican,Maryland
Dutch Ruppersberger,0,Democrat,Maryland
John Sarbanes,0,Democrat,Maryland
Donna Edwards,0,Democrat,Maryland
Steny Hoyer,0,Democrat,Maryland
John Delaney,0,Democrat,Maryland
Elijah Cummings,0,Democrat,Maryland
Chris Van Hollen,0,Democrat,Maryland
Richard Neal,0,Democrat,Massachusetts
Jim McGovern,0,Democrat,Massachusetts
Niki Tsongas,0,Democrat,Massachusetts
Joseph Kennedy III,0,Democrat,Massachusetts
Katherine Clark,0,Democrat,Massachusetts
Seth Moulton,0,Democrat,Massachusetts
Mike Capuano,0,Democrat,Massachusetts
Stephen Lynch,0,Democrat,Massachusetts
Bill Keating,0,Democrat,Massachusetts
Tim Walberg,4000,Republican,Michigan
Bill Huizenga,2000,Republican,Michigan
Dave Trott,2000,Republican,Michigan
John Moolenaar,2000,Republican,Michigan
Mike Bishop,2000,Republican,Michigan
Dan Benishek,1000,Republican,Michigan
Fred Upton,1000,Republican,Michigan
Candice Miller,0,Republican,Michigan
David Trott,0,Republican,Michigan
Debbie Dingell,0,Democrat,Michigan
John Conyers,0,Democrat,Michigan
Brenda Lawrence,0,Democrat,Michigan
Justin Amash,0,Republican,Michigan
Dan Kildee,0,Democrat,Michigan
Sander Levin,0,Democrat,Michigan
Collin Peterson,2000,Democrat,Minnesota
Tim Walz,2000,Democrat,Minnesota
Erik Paulsen,3000,Republican,Minnesota
Tom Emmer,2000,Republican,Minnesota
John Kline,0,Republican,Minnesota
Betty McCollum,0,Democrat,Minnesota
Keith Ellison,0,Democrat,Minnesota
Rick Nolan,0,Democrat,Minnesota
Gregg Harper,2000,Republican,Mississippi
Trent Kelly,2000,Republican,Mississippi
Steven Palazzo,1750,Republican,Mississippi
Alan Nunnelee,0,Republican,Mississippi
Bennie Thompson,0,Democrat,Mississippi
Billy Long,2000,Republican,Missouri
Blaine Luetkemeyer,2000,Republican,Missouri
Jason Smith,2000,Republican,Missouri
Sam Graves,2000,Republican,Missouri
Vicky Hartzler,2000,Republican,Missouri
Lacy Clay,0,Democrat,Missouri
Ann L Wagner,2000,Republican,Missouri
Emanuel Cleaver,0,Democrat,Missouri
Ryan K Zinke,4000,Republican,Montana
Adrian Smith,2500,Republican,Nebraska
Jeff Fortenberry,1000,Republican,Nebraska
Brad Ashford,0,Democrat,Nebraska
Cresent Hardy,9900,Republican,Nevada
Joe Heck,8900,Republican,Nevada
Mark Amodei,1500,Republican,Nevada
Dina Titus,0,Democrat,Nevada
Frank Guinta,9900,Republican,New Hampshire
Ann McLane Kuster,0,Democrat,New Hampshire
Scott Garrett,5950,Republican,New Jersey
Frank LoBiondo,1000,Republican,New Jersey
Donald Norcross,0,Democrat,New Jersey
Donald Payne Jr.,0,Democrat,New Jersey
Rodney Frelinghuysen,0,Republican,New Jersey
Bonnie Watson Coleman,0,Democrat,New Jersey
Tom MacArthur,0,Republican,New Jersey
Christopher Smith,0,Republican,New Jersey
Frank Pallone,0,Democrat,New Jersey
Leonard Lance,0,Republican,New Jersey
Albio Sires,0,Democrat,New Jersey
Bill Pascrell,0,Democrat,New Jersey
Steve Pearce,2000,Republican,New Mexico
Michelle Lujan Grisham,0,Democrat,New Mexico
Ben R. Luján,0,Democrat,New Mexico
John Katko,9900,Republican,New York
Lee Zeldin,9900,Republican,New York
Tom Reed,3000,Republican,New York
Chris Collins,2000,Republican,New York
Elise Stefanik,2000,Republican,New York
Richard Hanna,2000,Republican,New York
Jerrold Nadler,0,Democrat,New York
Dan Donovan,0,Republican,New York
Michael Grimm,0,Republican,New York
Carolyn Maloney,0,Democrat,New York
Charles B. Rangel,0,Democrat,New York
Joe Crowley,0,Democrat,New York
José Serrano,0,Democrat,New York
Eliot Engel,0,Democrat,New York
Nita Lowey,0,Democrat,New York
Sean Patrick Maloney,0,Democrat,New York
Chris Gibson,0,Republican,New York
Peter King,0,Republican,New York
Paul Tonko,0,Democrat,New York
Louise Slaughter,0,Democrat,New York
Brian Higgins,0,Democrat,New York
Steve Israel,0,Democrat,New York
Kathleen Rice,0,Democrat,New York
Gregory Meeks,0,Democrat,New York
Grace Meng,0,Democrat,New York
Nydia Velázquez,0,Democrat,New York
Hakeem Jeffries,0,Democrat,New York
Yvette D. Clarke,0,Democrat,New York
Richard Hudson,4950,Republican,North Carolina
Patrick McHenry,4000,Republican,North Carolina
David Rouzer,2000,Republican,North Carolina
George Holding,2000,Republican,North Carolina
Mark Walker,2000,Republican,North Carolina
Renee Ellmers,2000,Republican,North Carolina
Robert Pittenger,2000,Republican,North Carolina
Virginia Foxx,2000,Republican,North Carolina
G. K. Butterfield,0,Democrat,North Carolina
Mark R Meadows,1150,Republican,North Carolina
Alma Adams,0,Democrat,North Carolina
Walter B Jr Jones,1000,Republican,North Carolina
David Price,0,Democrat,North Carolina
Kevin Cramer,2000,Republican,North Dakota
John Boehner,4950,Republican,Ohio
Bill Johnson,2000,Republican,Ohio
Bob Gibbs,2000,Republican,Ohio
Brad Wenstrup,2000,Republican,Ohio
Jim Jordan,2000,Republican,Ohio
Jim Renacci,2000,Republican,Ohio
Steve Chabot,2000,Republican,Ohio
Steve Stivers,2000,Republican,Ohio
Warren Davidson,1000,Republican,Ohio
Michael R Turner,2000,Republican,Ohio
Marcia Fudge,0,Democrat,Ohio
Pat Tiberi,3000,Republican,Ohio
Tim Ryan,0,Democrat,Ohio
David Joyce,3500,Republican,Ohio
Joyce Beatty,0,Democrat,Ohio
Robert E Latta,3000,Republican,Ohio
Marcy Kaptur,0,Democrat,Ohio
Tom Cole,5000,Republican,Oklahoma
Markwayne Mullin,4950,Republican,Oklahoma
James Bridenstine,2000,Republican,Oklahoma
Frank D Lucas,2000,Republican,Oklahoma
Steven Russell,2000,Republican,Oklahoma
Greg Walden,2000,Republican,Oregon
Suzanne Bonamici,0,Democrat,Oregon
Earl Blumenauer,0,Democrat,Oregon
Peter DeFazio,0,Democrat,Oregon
Kurt Schrader,0,Democrat,Oregon
Bill Shuster,5950,Republican,Pennsylvania
Charlie Dent,4000,Republican,Pennsylvania
Glenn Thompson,2000,Republican,Pennsylvania
Scott Perry,2000,Republican,Pennsylvania
Tim Murphy,2000,Republican,Pennsylvania
Tom Marino,2000,Republican,Pennsylvania
Mike Kelly,1500,Republican,Pennsylvania
Lou Barletta,1000,Republican,Pennsylvania
Robert Brady,0,Democrat,Pennsylvania
Keith J Rothfus,2000,Republican,Pennsylvania
Brendan F. Boyle,0,Democrat,Pennsylvania
Mike Doyle,0,Democrat,Pennsylvania
Joe Pitts,0,Republican,Pennsylvania
Matt Cartwright,0,Democrat,Pennsylvania
Chaka Fattah,0,Democrat,Pennsylvania
Dwight Evans,0,Democrat,Pennsylvania
Ryan Costello,0,Republican,Pennsylvania
Pat Meehan,0,Republican,Pennsylvania
Mike Fitzpatrick,0,Republican,Pennsylvania
David Cicilline,0,Democrat,Rhode Island
James Langevin,0,Democrat,Rhode Island
Jeff Duncan,3000,Republican,South Carolina
Joe Wilson,2000,Republican,South Carolina
Mark Sanford,2000,Republican,South Carolina
Mick Mulvaney,2000,Republican,South Carolina
Tom Rice,2000,Republican,South Carolina
Trey Gowdy,2000,Republican,South Carolina
Jim Clyburn,0,Democrat,South Carolina
Kristi Noem,2000,Republican,South Dakota
Diane Black,2500,Republican,Tennessee
Marsha Blackburn,2500,Republican,Tennessee
Chuck Fleischmann,2000,Republican,Tennessee
Scott Desjarlais,2000,Republican,Tennessee
Phil Roe,0,Republican,Tennessee
John Duncan,0,Republican,Tennessee
Jim Cooper,0,Democrat,Tennessee
Stephen Fincher,0,Republican,Tennessee
Steve Cohen,0,Democrat,Tennessee
Henry Cuellar,3000,Democrat,Texas
Will Hurd,9900,Republican,Texas
John Culberson,5950,Republican,Texas
Lamar Smith,4950,Republican,Texas
Michael McCaul,3500,Republican,Texas
Pete Olson,3500,Republican,Texas
John Carter,2500,Republican,Texas
Kay Granger,2500,Republican,Texas
Pete Sessions,2500,Republican,Texas
Roger Williams,2500,Republican,Texas
Sam Johnson,2500,Republican,Texas
Bill Flores,2000,Republican,Texas
Blake Farenthold,2000,Republican,Texas
Brian Babin,2000,Republican,Texas
Jeb Hensarling,2000,Republican,Texas
Joe Barton,2000,Republican,Texas
Kevin Brady,2000,Republican,Texas
Mac Thornberry,2000,Republican,Texas
Ted Poe,2000,Republican,Texas
Mike Conaway,1500,Republican,Texas
Kenny Marchant,1000,Republican,Texas
Michael Burgess,1000,Republican,Texas
Randy Weber,1000,Republican,Texas
Louis B Jr Gohmert,1000,Republican,Texas
Rubén Hinojosa,0,Democrat,Texas
Beto O'Rourke,0,Democrat,Texas
Sheila Jackson-Lee,0,Democrat,Texas
Randy Neugebauer,0,Republican,Texas
Joaquin Castro,0,Democrat,Texas
Gene Green,0,Democrat,Texas
Eddie Bernice Johnson,0,Democrat,Texas
Marc Veasey,0,Democrat,Texas
Filemon Vela Jr.,0,Democrat,Texas
Lloyd Doggett,0,Democrat,Texas
John Lee Ratcliffe,2500,Republican,Texas
Al Green,0,Democrat,Texas
Rob Bishop,4000,Republican,Utah
Chris Stewart,3000,Republican,Utah
Mia Love,3000,Republican,Utah
Jason Chaffetz,2000,Republican,Utah
Peter Welch,0,Democrat,Vermont
Barbara Comstock,10400,Republican,Virginia
Bob Goodlatte,7450,Republican,Virginia
Dave Brat,2000,Republican,Virginia
Morgan Griffith,2000,Republican,Virginia
Rob Wittman,2000,Republican,Virginia
Randy Forbes,1000,Republican,Virginia
Robert Hurt,1000,Republican,Virginia
Gerry Connolly,0,Democrat,Virginia
Scott Rigell,0,Republican,Virginia
Bobby Scott,0,Democrat,Virginia
Don Beyer,0,Democrat,Virginia
Dan Newhouse,3000,Republican,Washington
Cathy McMorris Rodgers,2500,Republican,Washington
Dave Reichert,1000,Republican,Washington
Jaime Herrera Beutler,1000,Republican,Washington
Suzan DelBene,0,Democrat,Washington
Dennis Heck,0,Democrat,Washington
Rick Larsen,0,Democrat,Washington
Derek Kilmer,0,Democrat,Washington
Jim McDermott,0,Democrat,Washington
Adam Smith,0,Democrat,Washington
Evan Jenkins,3000,Republican,West Virginia
Alex Mooney,2000,Republican,West Virginia
David McKinley,1000,Republican,West Virginia
Paul Ryan,5950,Republican,Wisconsin
Mark Pocan,0,Democrat,Wisconsin
Ron Kind,0,Democrat,Wisconsin
Gwen Moore,0,Democrat,Wisconsin
James Sensenbrenner,1000,Republican,Wisconsin
Glenn S Grothman,2000,Republican,Wisconsin
Sean P Duffy,2000,Republican,Wisconsin
Reid Ribble,0,Republican,Wisconsin
Cynthia Lummis,0,Republican,Wyoming
