Ted Lieu,0,Democrat,California 33
Xavier Becerra,0,Democrat,California 34
Norma Torres,0,Democrat,California 35
Raul Ruiz,0,Democrat,California 36
Karen Bass,0,Democrat,California 37
Linda Sánchez,0,Democrat,California 38
Lucille Roybal-Allard,0,Democrat,California 40
Mark Takano,0,Democrat,California 41
Maxine Waters,0,Democrat,California 43
Janice Hahn,0,Democrat,California 44
Loretta Sanchez,0,Democrat,California 46
Alan Lowenthal,0,Democrat,California 47
Mike Thompson,0,Democrat,California 5
Duncan D Hunter,3000,Republican,California 50
Juan Vargas,0,Democrat,California 51
Scott Peters,0,Democrat,California 52
Susan Davis,0,Democrat,California 53
Doris Matsui,0,Democrat,California 6
Ami Bera,0,Democrat,California 7
Jerry McNerney,0,Democrat,California 9
Mike Coffman,9900,Republican,Colorado
Scott Tipton,3500,Republican,Colorado
Diana DeGette,0,Democrat,Colorado 1
Jared Polis,0,Democrat,Colorado 2
Ken Buck,0,Republican,Colorado 4
Douglas L Lamborn,2000,Republican,Colorado 5
Ed Perlmutter,0,Democrat,Colorado 7
John Larson,0,Democrat,Connecticut 1
Joe Courtney,0,Democrat,Connecticut 2
Rosa DeLauro,0,Democrat,Connecticut 3
Jim Himes,0,Democrat,Connecticut 4
Elizabeth Esty,0,Democrat,Connecticut 5
John Carney,0,Democrat,Delaware
Carlos Curbelo,2500,Republican,Florida
Jeff Miller,2500,Republican,Florida
Bill Posey,2000,Republican,Florida
Dennis Ross,2000,Republican,Florida
Gus Bilirakis,2000,Republican,Florida
Mario Diaz-Balart,2000,Republican,Florida
Ander Crenshaw,1000,Republican,Florida
Daniel Webster,1000,Republican,Florida
Ron DeSantis,1000,Republican,Florida
Ted Yoho,1000,Republican,Florida
Tom Rooney,1000,Republican,Florida
Rich Nugent,0,Republican,Florida 11
David Jolly,0,Republican,Florida 13
Kathy Castor,0,Democrat,Florida 14
Vern Buchanan,0,Republican,Florida 16
Patrick Murphy,0,Democrat,Florida 18
Curt Clawson,0,Republican,Florida 19
Gwen Graham,0,Democrat,Florida 2
Alcee Hastings,0,Democrat,Florida 20
Ted Deutch,0,Democrat,Florida 21
Lois Frankel,0,Democrat,Florida 22
Debbie Wasserman Schultz,0,Democrat,Florida 23
Frederica Wilson,0,Democrat,Florida 24
Ileana Ros-Lehtinen,0,Republican,Florida 27
Corrine Brown,0,Democrat,Florida 5
John L Mica,4000,Republican,Florida 7
Alan Grayson,0,Democrat,Florida 9
Sanford Bishop,3500,Democrat,Georgia
Barry Loudermilk,4000,Republican,Georgia
Tom Graves,3000,Republican,Georgia
Doug Collins,2500,Republican,Georgia
Austin Scott,2000,Republican,Georgia
Buddy Carter,2000,Republican,Georgia
Tom Price,2000,Republican,Georgia
Jody B Hice,2000,Republican,Georgia 10
Richard W Allen,2000,Republican,Georgia 12
David Scott,0,Democrat,Georgia 13
Lynn Westmoreland,0,Republican,Georgia 3
Hank Johnson,0,Democrat,Georgia 4
John Lewis,0,Democrat,Georgia 5
Rob Woodall,0,Republican,Georgia 7
Colleen Hanabusa,0,Democrat,Hawaii 1
Mark Takai,0,Democrat,Hawaii 1
Tulsi Gabbard,0,Democrat,Hawaii 2
Mike Simpson,2000,Republican,Idaho
Raul Labrador,1000,Republican,Idaho 1
Tammy Duckworth,50,Democrat,Illinois
Darin LaHood,3000,Republican,Illinois
Rodney Davis,2500,Republican,Illinois
Adam Kinzinger,2000,Republican,Illinois
Mike Bost,2000,Republican,Illinois
Peter Roskam,2000,Republican,Illinois
Randy Hultgren,2000,Republican,Illinois
Bobby Rush,0,Democrat,Illinois 1
Robert Dold,0,Republican,Illinois 10
Bill Foster,0,Democrat,Illinois 11
John M Shimkus,2500,Republican,Illinois 15
Cheri Bustos,0,Democrat,Illinois 17
Aaron Schock,0,Republican,Illinois 18
Robin Kelly,0,Democrat,Illinois 2
Dan Lipinski,0,Democrat,Illinois 3
Luis Gutiérrez,0,Democrat,Illinois 4
Michael Quigley,0,Democrat,Illinois 5
Danny Davis,0,Democrat,Illinois 7
Jan Schakowsky,0,Democrat,Illinois 9
Todd Young,5950,Republican,Indiana
Jackie Walorski,2000,Republican,Indiana
Luke Messer,2000,Republican,Indiana
Todd Rokita,2000,Republican,Indiana
Larry Bucshon,1000,Republican,Indiana
Susan Brooks,1000,Republican,Indiana
Pete Visclosky,0,Democrat,Indiana 1
Marlin Stutzman,0,Republican,Indiana 3
André Carson,0,Democrat,Indiana 7
Rod Blum,7450,Republican,Iowa
David Young,4950,Republican,Iowa
Dave Loebsack,0,Democrat,Iowa 2
Steven A King,2000,Republican,Iowa 4
Kevin Yoder,4000,Republican,Kansas
Lynn Jenkins,2000,Republican,Kansas
Mike Pompeo,2000,Republican,Kansas
Tim Huelskamp,2000,Republican,Kansas
Andy Barr,2000,Republican,Kentucky
Hal Rogers,2000,Republican,Kentucky
Brett Guthrie,1000,Republican,Kentucky
Ed Whitfield,0,Republican,Kentucky 1
James Comer,0,Republican,Kentucky 1
John Yarmuth,0,Democrat,Kentucky 3
Thomas Massie,0,Republican,Kentucky 4
Steve Scalise,4950,Republican,Louisiana
Ralph Abraham,1000,Republican,Louisiana
Cedric Richmond,0,Democrat,Louisiana 2
Charles Jr Boustany,4950,Republican,Louisiana 3
John Fleming,1000,Republican,Louisiana 4
Garret Graves,0,Republican,Louisiana 6
Bruce Poliquin,9900,Republican,Maine
Chellie Pingree,0,Democrat,Maine 1
Andy Harris,2500,Republican,Maryland 1
Dutch Ruppersberger,0,Democrat,Maryland 2
John Sarbanes,0,Democrat,Maryland 3
Donna Edwards,0,Democrat,Maryland 4
Steny Hoyer,0,Democrat,Maryland 5
John Delaney,0,Democrat,Maryland 6
Elijah Cummings,0,Democrat,Maryland 7
Chris Van Hollen,0,Democrat,Maryland 8
Richard Neal,0,Democrat,Massachusetts 1
Jim McGovern,0,Democrat,Massachusetts 2
Niki Tsongas,0,Democrat,Massachusetts 3
Joseph Kennedy III,0,Democrat,Massachusetts 4
Katherine Clark,0,Democrat,Massachusetts 5
Seth Moulton,0,Democrat,Massachusetts 6
Mike Capuano,0,Democrat,Massachusetts 7
Stephen Lynch,0,Democrat,Massachusetts 8
Bill Keating,0,Democrat,Massachusetts 9
Tim Walberg,4000,Republican,Michigan
Bill Huizenga,2000,Republican,Michigan
Dave Trott,2000,Republican,Michigan
John Moolenaar,2000,Republican,Michigan
Mike Bishop,2000,Republican,Michigan
Dan Benishek,1000,Republican,Michigan
Fred Upton,1000,Republican,Michigan
Candice Miller,0,Republican,Michigan 10
David Trott,0,Republican,Michigan 11
Debbie Dingell,0,Democrat,Michigan 12
John Conyers,0,Democrat,Michigan 13
Brenda Lawrence,0,Democrat,Michigan 14
Justin Amash,0,Republican,Michigan 3
Dan Kildee,0,Democrat,Michigan 5
Sander Levin,0,Democrat,Michigan 9
Collin Peterson,2000,Democrat,Minnesota
Tim Walz,2000,Democrat,Minnesota
Erik Paulsen,3000,Republican,Minnesota
Tom Emmer,2000,Republican,Minnesota
John Kline,0,Republican,Minnesota 2
Betty McCollum,0,Democrat,Minnesota 4
Keith Ellison,0,Democrat,Minnesota 5
Rick Nolan,0,Democrat,Minnesota 8
Gregg Harper,2000,Republican,Mississippi
Trent Kelly,2000,Republican,Mississippi
Steven Palazzo,1750,Republican,Mississippi
Alan Nunnelee,0,Republican,Mississippi 1
Bennie Thompson,0,Democrat,Mississippi 2
Billy Long,2000,Republican,Missouri
Blaine Luetkemeyer,2000,Republican,Missouri
Jason Smith,2000,Republican,Missouri
Sam Graves,2000,Republican,Missouri
Vicky Hartzler,2000,Republican,Missouri
Lacy Clay,0,Democrat,Missouri 1
Ann L Wagner,2000,Republican,Missouri 2
Emanuel Cleaver,0,Democrat,Missouri 5
Ryan K Zinke,4000,Republican,Montana
Adrian Smith,2500,Republican,Nebraska
Jeff Fortenberry,1000,Republican,Nebraska
Brad Ashford,0,Democrat,Nebraska 2
Cresent Hardy,9900,Republican,Nevada
Joe Heck,8900,Republican,Nevada
Mark Amodei,1500,Republican,Nevada
Dina Titus,0,Democrat,Nevada 1
Frank Guinta,9900,Republican,New Hampshire
Ann McLane Kuster,0,Democrat,New Hampshire 2
Scott Garrett,5950,Republican,New Jersey
Frank LoBiondo,1000,Republican,New Jersey
Donald Norcross,0,Democrat,New Jersey 1
Donald Payne Jr.,0,Democrat,New Jersey 10
Rodney Frelinghuysen,0,Republican,New Jersey 11
Bonnie Watson Coleman,0,Democrat,New Jersey 12
Tom MacArthur,0,Republican,New Jersey 3
Christopher Smith,0,Republican,New Jersey 4
Frank Pallone,0,Democrat,New Jersey 6
Leonard Lance,0,Republican,New Jersey 7
Albio Sires,0,Democrat,New Jersey 8
Bill Pascrell,0,Democrat,New Jersey 9
Steve Pearce,2000,Republican,New Mexico
Michelle Lujan Grisham,0,Democrat,New Mexico 1
Ben R. Luján,0,Democrat,New Mexico 3
John Katko,9900,Republican,New York
Lee Zeldin,9900,Republican,New York
Tom Reed,3000,Republican,New York
Chris Collins,2000,Republican,New York
Elise Stefanik,2000,Republican,New York
Richard Hanna,2000,Republican,New York
Jerrold Nadler,0,Democrat,New York 10
Dan Donovan,0,Republican,New York 11
Michael Grimm,0,Republican,New York 11
Carolyn Maloney,0,Democrat,New York 12
Charles B. Rangel,0,Democrat,New York 13
Joe Crowley,0,Democrat,New York 14
José Serrano,0,Democrat,New York 15
Eliot Engel,0,Democrat,New York 16
Nita Lowey,0,Democrat,New York 17
Sean Patrick Maloney,0,Democrat,New York 18
Chris Gibson,0,Republican,New York 19
Peter King,0,Republican,New York 2
Paul Tonko,0,Democrat,New York 20
Louise Slaughter,0,Democrat,New York 25
Brian Higgins,0,Democrat,New York 26
Steve Israel,0,Democrat,New York 3
Kathleen Rice,0,Democrat,New York 4
Gregory Meeks,0,Democrat,New York 5
Grace Meng,0,Democrat,New York 6
Nydia Velázquez,0,Democrat,New York 7
Hakeem Jeffries,0,Democrat,New York 8
Yvette D. Clarke,0,Democrat,New York 9
Richard Hudson,4950,Republican,North Carolina
Patrick McHenry,4000,Republican,North Carolina
David Rouzer,2000,Republican,North Carolina
George Holding,2000,Republican,North Carolina
Mark Walker,2000,Republican,North Carolina
Renee Ellmers,2000,Republican,North Carolina
Robert Pittenger,2000,Republican,North Carolina
Virginia Foxx,2000,Republican,North Carolina
G. K. Butterfield,0,Democrat,North Carolina 1
Mark R Meadows,1150,Republican,North Carolina 11
Alma Adams,0,Democrat,North Carolina 12
Walter B Jr Jones,1000,Republican,North Carolina 3
David Price,0,Democrat,North Carolina 4
Kevin Cramer,2000,Republican,North Dakota
John Boehner,4950,Republican,Ohio
Bill Johnson,2000,Republican,Ohio
Bob Gibbs,2000,Republican,Ohio
Brad Wenstrup,2000,Republican,Ohio
Jim Jordan,2000,Republican,Ohio
Jim Renacci,2000,Republican,Ohio
Steve Chabot,2000,Republican,Ohio
Steve Stivers,2000,Republican,Ohio
Warren Davidson,1000,Republican,Ohio
Michael R Turner,2000,Republican,Ohio 10
Marcia Fudge,0,Democrat,Ohio 11
Pat Tiberi,3000,Republican,Ohio 12
Tim Ryan,0,Democrat,Ohio 13
David Joyce,3500,Republican,Ohio 14
Joyce Beatty,0,Democrat,Ohio 3
Robert E Latta,3000,Republican,Ohio 5
Marcy Kaptur,0,Democrat,Ohio 9
Tom Cole,5000,Republican,Oklahoma
Markwayne Mullin,4950,Republican,Oklahoma
James Bridenstine,2000,Republican,Oklahoma 1
Frank D Lucas,2000,Republican,Oklahoma 3
Steven Russell,2000,Republican,Oklahoma 5
Greg Walden,2000,Republican,Oregon
Suzanne Bonamici,0,Democrat,Oregon 1
Earl Blumenauer,0,Democrat,Oregon 3
Peter DeFazio,0,Democrat,Oregon 4
Kurt Schrader,0,Democrat,Oregon 5
Bill Shuster,5950,Republican,Pennsylvania
Charlie Dent,4000,Republican,Pennsylvania
Glenn Thompson,2000,Republican,Pennsylvania
Scott Perry,2000,Republican,Pennsylvania
Tim Murphy,2000,Republican,Pennsylvania
Tom Marino,2000,Republican,Pennsylvania
Mike Kelly,1500,Republican,Pennsylvania
Lou Barletta,1000,Republican,Pennsylvania
Robert Brady,0,Democrat,Pennsylvania 1
Keith J Rothfus,2000,Republican,Pennsylvania 12
Brendan F. Boyle,0,Democrat,Pennsylvania 13
Mike Doyle,0,Democrat,Pennsylvania 14
Joe Pitts,0,Republican,Pennsylvania 16
Matt Cartwright,0,Democrat,Pennsylvania 17
Chaka Fattah,0,Democrat,Pennsylvania 2
Dwight Evans,0,Democrat,Pennsylvania 2
Ryan Costello,0,Republican,Pennsylvania 6
Pat Meehan,0,Republican,Pennsylvania 7
Mike Fitzpatrick,0,Republican,Pennsylvania 8
David Cicilline,0,Democrat,Rhode Island 1
James Langevin,0,Democrat,Rhode Island 2
Jeff Duncan,3000,Republican,South Carolina
Joe Wilson,2000,Republican,South Carolina
Mark Sanford,2000,Republican,South Carolina
Mick Mulvaney,2000,Republican,South Carolina
Tom Rice,2000,Republican,South Carolina
Trey Gowdy,2000,Republican,South Carolina
Jim Clyburn,0,Democrat,South Carolina 6
Kristi Noem,2000,Republican,South Dakota
Name,Moneeyy,Partayy,Stateee
Diane Black,2500,Republican,Tennessee
Marsha Blackburn,2500,Republican,Tennessee
Chuck Fleischmann,2000,Republican,Tennessee
Scott Desjarlais,2000,Republican,Tennessee
Phil Roe,0,Republican,Tennessee 1
John Duncan,0,Republican,Tennessee 2
Jim Cooper,0,Democrat,Tennessee 5
Stephen Fincher,0,Republican,Tennessee 8
Steve Cohen,0,Democrat,Tennessee 9
Henry Cuellar,3000,Democrat,Texas
Will Hurd,9900,Republican,Texas
John Culberson,5950,Republican,Texas
Lamar Smith,4950,Republican,Texas
Michael McCaul,3500,Republican,Texas
Pete Olson,3500,Republican,Texas
John Carter,2500,Republican,Texas
Kay Granger,2500,Republican,Texas
Pete Sessions,2500,Republican,Texas
Roger Williams,2500,Republican,Texas
Sam Johnson,2500,Republican,Texas
Bill Flores,2000,Republican,Texas
Blake Farenthold,2000,Republican,Texas
Brian Babin,2000,Republican,Texas
Jeb Hensarling,2000,Republican,Texas
Joe Barton,2000,Republican,Texas
Kevin Brady,2000,Republican,Texas
Mac Thornberry,2000,Republican,Texas
Ted Poe,2000,Republican,Texas
Mike Conaway,1500,Republican,Texas
Kenny Marchant,1000,Republican,Texas
Michael Burgess,1000,Republican,Texas
Randy Weber,1000,Republican,Texas
Louis B Jr Gohmert,1000,Republican,Texas 1
Rubén Hinojosa,0,Democrat,Texas 15
Beto O'Rourke,0,Democrat,Texas 16
Sheila Jackson-Lee,0,Democrat,Texas 18
Randy Neugebauer,0,Republican,Texas 19
Joaquin Castro,0,Democrat,Texas 20
Gene Green,0,Democrat,Texas 29
Eddie Bernice Johnson,0,Democrat,Texas 30
Marc Veasey,0,Democrat,Texas 33
Filemon Vela Jr.,0,Democrat,Texas 34
Lloyd Doggett,0,Democrat,Texas 35
John Lee Ratcliffe,2500,Republican,Texas 4
Al Green,0,Democrat,Texas 9
Rob Bishop,4000,Republican,Utah
Chris Stewart,3000,Republican,Utah
Mia Love,3000,Republican,Utah
Jason Chaffetz,2000,Republican,Utah
Peter Welch,0,Democrat,Vermont
Barbara Comstock,10400,Republican,Virginia
Bob Goodlatte,7450,Republican,Virginia
Dave Brat,2000,Republican,Virginia
Morgan Griffith,2000,Republican,Virginia
Rob Wittman,2000,Republican,Virginia
Randy Forbes,1000,Republican,Virginia
Robert Hurt,1000,Republican,Virginia
Gerry Connolly,0,Democrat,Virginia 11
Scott Rigell,0,Republican,Virginia 2
Bobby Scott,0,Democrat,Virginia 3
Don Beyer,0,Democrat,Virginia 8
Dan Newhouse,3000,Republican,Washington
Cathy McMorris Rodgers,2500,Republican,Washington
Dave Reichert,1000,Republican,Washington
Jaime Herrera Beutler,1000,Republican,Washington
Suzan DelBene,0,Democrat,Washington 1
Dennis Heck,0,Democrat,Washington 10
Rick Larsen,0,Democrat,Washington 2
Derek Kilmer,0,Democrat,Washington 6
Jim McDermott,0,Democrat,Washington 7
Adam Smith,0,Democrat,Washington 9
Evan Jenkins,3000,Republican,West Virginia
Alex Mooney,2000,Republican,West Virginia
David McKinley,1000,Republican,West Virginia
Paul Ryan,5950,Republican,Wisconsin
Mark Pocan,0,Democrat,Wisconsin 2
Ron Kind,0,Democrat,Wisconsin 3
Gwen Moore,0,Democrat,Wisconsin 4
James Sensenbrenner,1000,Republican,Wisconsin 5
Glenn S Grothman,2000,Republican,Wisconsin 6
Sean P Duffy,2000,Republican,Wisconsin 7
Reid Ribble,0,Republican,Wisconsin 8
Cynthia Lummis,0,Republican,Wyoming
