"Jenkins, Lynn (R-KS)",House,"$2,000 "
"Johnson, Bill (R-OH)",House,"$2,000 "
"Jordan, Jim (R-OH)",House,"$2,000 "
"Kelly, Trent (R-MS)",House,"$2,000 "
"King, Steven A (R-IA)",House,"$2,000 "
"Kinzinger, Adam (R-IL)",House,"$2,000 "
"LaMalfa, Doug (R-CA)",House,"$2,000 "
"Lamborn, Douglas L (R-CO)",House,"$2,000 "
"Long, Billy (R-MO)",House,"$2,000 "
"Lucas, Frank D (R-OK)",House,"$2,000 "
"Luetkemeyer, Blaine (R-MO)",House,"$2,000 "
"Marino, Tom (R-PA)",House,"$2,000 "
"McClintock, Tom (R-CA)",House,"$2,000 "
"Messer, Luke (R-IN)",House,"$2,000 "
"Moolenaar, John (R-MI)",House,"$2,000 "
"Mooney, Alex (R-WV)",House,"$2,000 "
"Mulvaney, Mick (R-SC)",House,"$2,000 "
"Murphy, Tim (R-PA)",House,"$2,000 "
"Noem, Kristi (R-SD)",House,"$2,000 "
"Palmer, Gary (R-AL)",House,"$2,000 "
"Pearce, Steve (R-NM)",House,"$2,000 "
"Perry, Scott (R-PA)",House,"$2,000 "
"Pittenger, Robert (R-NC)",House,"$2,000 "
"Poe, Ted (R-TX)",House,"$2,000 "
"Pompeo, Mike (R-KS)",House,"$2,000 "
"Posey, Bill (R-FL)",House,"$2,000 "
"Price, Tom (R-GA)",House,"$2,000 "
"Renacci, Jim (R-OH)",House,"$2,000 "
"Rice, Tom (R-SC)",House,"$2,000 "
"Roby, Martha (R-AL)",House,"$2,000 "
"Rogers, Hal (R-KY)",House,"$2,000 "
"Rogers, Mike D (R-AL)",House,"$2,000 "
"Rokita, Todd (R-IN)",House,"$2,000 "
"Roskam, Peter (R-IL)",House,"$2,000 "
"Ross, Dennis (R-FL)",House,"$2,000 "
"Rothfus, Keith J (R-PA)",House,"$2,000 "
"Rouzer, David (R-NC)",House,"$2,000 "
"Russell, Steven (R-OK)",House,"$2,000 "
"Sanford, Mark (R-SC)",House,"$2,000 "
"Scott, Austin (R-GA)",House,"$2,000 "
"Simpson, Mike (R-ID)",House,"$2,000 "
"Smith, Jason (R-MO)",House,"$2,000 "
"Stefanik, Elise (R-NY)",House,"$2,000 "
"Stivers, Steve (R-OH)",House,"$2,000 "
"Thompson, Glenn (R-PA)",House,"$2,000 "
"Thornberry, Mac (R-TX)",House,"$2,000 "
"Trott, Dave (R-MI)",House,"$2,000 "
"Turner, Michael R (R-OH)",House,"$2,000 "
"Wagner, Ann L (R-MO)",House,"$2,000 "
"Walden, Greg (R-OR)",House,"$2,000 "
"Walker, Mark (R-NC)",House,"$2,000 "
"Walorski, Jackie (R-IN)",House,"$2,000 "
"Walters, Mimi (R-CA)",House,"$2,000 "
"Wenstrup, Brad (R-OH)",House,"$2,000 "
"Wilson, Joe (R-SC)",House,"$2,000 "
"Wittman, Rob (R-VA)",House,"$2,000 "
"Palazzo, Steven (R-MS)",House,"$1,750 "
"Amodei, Mark (R-NV)",House,"$1,500 "
"Conaway, Mike (R-TX)",House,"$1,500 "
"Kelly, Mike (R-PA)",House,"$1,500 "
"Womack, Steve (R-AR)",House,"$1,500 "
"Meadows, Mark R (R-NC)",House,"$1,150 "
"Abraham, Ralph (R-LA)",House,"$1,000 "
"Barletta, Lou (R-PA)",House,"$1,000 "
"Benishek, Dan (R-MI)",House,"$1,000 "
"Beutler, Jaime Herrera (R-WA)",House,"$1,000 "
"Brooks, Mo (R-AL)",House,"$1,000 "
"Brooks, Susan (R-IN)",House,"$1,000 "
"Bucshon, Larry (R-IN)",House,"$1,000 "
"Burgess, Michael (R-TX)",House,"$1,000 "
"Crawford, Rick (R-AR)",House,"$1,000 "
"Crenshaw, Ander (R-FL)",House,"$1,000 "
"Davidson, Warren (R-OH)",House,"$1,000 "
"DeSantis, Ron (R-FL)",House,"$1,000 "
"Fleming, John (R-LA)",House,"$1,000 "
"Forbes, Randy (R-VA)",House,"$1,000 "
"Fortenberry, Jeff (R-NE)",House,"$1,000 "
"Gohmert, Louis B Jr (R-TX)",House,"$1,000 "
"Guthrie, Brett (R-KY)",House,"$1,000 "
"Hurt, Robert (R-VA)",House,"$1,000 "
"Jones, Walter B Jr (R-NC)",House,"$1,000 "
"Labrador, Raul (R-ID)",House,"$1,000 "
"LoBiondo, Frank (R-NJ)",House,"$1,000 "
"Marchant, Kenny (R-TX)",House,"$1,000 "
"McCarthy, Kevin (R-CA)",House,"$1,000 "
"McKinley, David (R-WV)",House,"$1,000 "
"Reichert, Dave (R-WA)",House,"$1,000 "
"Rohrabacher, Dana (R-CA)",House,"$1,000 "
"Rooney, Tom (R-FL)",House,"$1,000 "
"Schweikert, David (R-AZ)",House,"$1,000 "
"Sensenbrenner, F James Jr (R-WI)",House,"$1,000 "
"Upton, Fred (R-MI)",House,"$1,000 "
"Weber, Randy (R-TX)",House,"$1,000 "
"Webster, Daniel (R-FL)",House,"$1,000 "
"Westerman, Bruce (R-AR)",House,"$1,000 "
"Yoho, Ted (R-FL)",House,"$1,000 "
"Bishop, Sanford (D-GA)",House,"$3,500 "
"Cuellar, Henry (D-TX)",House,"$3,000 "
"Peterson, Collin (D-MN)",House,"$2,000 "
"Walz, Tim (D-MN)",House,"$2,000 "
"Duckworth, Tammy (D-IL)",House,$50 
